depth	min95%	max95%	best	acc.rate
10	-51	139	45	4.52
20	-16	182	91	4.52
30	7	233	136	4.52
40	16	292	181	4.52
50	30	359	226	4.52
60	40	415	271	4.52
70	53	476	317	4.52
80	68	546	362	8.13
90	190	654	476	11.73
100	314	764	593	11.73
110	439	873	710	11.73
120	573	988	827	11.73
130	709	1105	945	11.73
140	838	1220	1062	11.73
150	958	1334	1179	11.73
160	1083	1452	1297	11.73
170	1203	1570	1414	11.73
180	1329	1684	1531	11.73
190	1451	1800	1649	11.73
200	1566	1921	1766	11.73
210	1675	2042	1883	11.73
220	1793	2162	2000	11.73
230	1903	2286	2118	11.73
240	2012	2411	2235	11.73
250	2116	2537	2352	11.73
260	2225	2672	2470	11.73
270	2334	2802	2587	11.73
280	2442	2928	2704	11.73
290	2548	3057	2822	11.73
300	2652	3185	2939	11.73
310	2755	3318	3056	NA
