"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5229,NA,NA,NA,"",0,0,"TOP_C"
5230,2245,"",30,"",58.3,0.5,"C14"
5231,4435,"",35,"",122,0.5,"C14"
5232,NA,NA,NA,"",235,0,"BOT_C"
