"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
4739,NA,NA,NA,"",0,0,"TOP_C"
4740,590,"",30,"",8,0,"C14"
4741,3090,"",65,"",177,0,"C14"
4742,6830,"",75,"",270.5,0,"C14"
4743,7400,"",50,"",417,0,"C14"
4744,8250,"",65,"",615.5,0,"C14"
4745,9320,"",65,"",673.5,0,"C14"
4746,9985,"",175,"",707,0,"C14"
4747,11770,"",140,"",757.5,0,"C14"
4748,12340,"",110,"",782.5,0,"C14"
4749,NA,NA,NA,"",882,0,"BOT_C"
