"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3751,NA,NA,NA,"",0,0,"TOP_U"
3752,1720,"",70,"",94,12,"C14"
3753,6500,"",80,"",408.5,13,"C14"
3754,10330,"",140,"",587.5,15,"C14"
3755,10000,"",140,"",647.5,11,"C14"
3756,13070,"",270,"",737.5,15,"C14"
3757,12150,"",210,"",813,14,"C14"
3758,12940,"",120,"",817,16,"C14"
3759,10650,"",150,"",868.5,15,"C14"
3760,11870,"",220,"",918.5,15,"C14"
3761,NA,NA,NA,"",1230,0,"BOT_U"
