"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3010,NA,NA,NA,"",5,0,"TOP_C"
3011,820,"",60,"",70,16,"C14"
3012,1175,"",60,"",90,16,"C14"
3013,1990,"",60,"",110,16,"C14"
3014,3095,"",90,"",130,16,"C14"
3015,NA,NA,NA,"",215,0,"BOT_C"
