"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2823,NA,NA,NA,"",0,NA,"TOP_C"
2824,1065,"",36,"",2,NA,"C14"
2825,1261,"",36,"",24,NA,"C14"
2826,9020,"",80,"",48,NA,"C14"
2827,10280,"",50,"",52,NA,"C14"
2828,10790,"",60,"",62,NA,"C14"
2829,18290,"",90,"",72,NA,"C14"
