ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2938,-733,,39,,5,,C14
2939,365,,39,,40,,C14
2940,600,,50,,180,,C14
2941,983,,46,,275,,C14
2942,1438,,45,,412,,C14
2943,4053,,60,,422,,C14
2944,4230,,70,,498,,C14
