"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2816,NA,NA,NA,"",5,NA,"TOP_C"
2817,3750,"",90,"",245,10,"C14"
2818,7570,"",60,"",444,12,"C14"
2819,NA,NA,NA,"",599,NA,"BOT_C"
