"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3686,1900,"",140,"",468.5,15,"C14"
3687,3340,"",80,"",830,18,"C14"
3688,4090,"",100,"",858.5,13,"C14"
3689,3840,"",220,"",975,14,"C14"
3690,4040,"",130,"",1270,12,"C14"
3691,4280,"",110,"",1672.5,15,"C14"
3692,5120,"",100,"",1853,14,"C14"
