"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2990,2050,"",50,"",213,0,"C14"
2991,2920,"",130,"",298,0,"C14"
2992,4700,"",150,"",392.5,1,"C14"
2993,9220,"",320,"",641,0,"C14"
2994,6290,"",70,"",709.5,1,"C14"
2995,7290,"",130,"",816.5,1,"C14"
2996,11630,"",440,"",1182,0,"C14"
2997,NA,NA,NA,"",1185,0,"BOT_U"
