ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
4906,0,,50,,55,,C14
4907,945,,30,,80,,C14
4908,1390,,30,,88,,C14
4909,6300,,45,,110,,C14
4910,7060,,60,,166,,C14
