"ID","C14_age","cal_BP","error","reservoir","depth","thickness","Rcode"
5004,3605,"",43,"",100,0,"C14"
5005,8570,"",70,"",100,0,"C14"
5006,12790,"",70,"",200,0,"C14"
5007,NA,NA,NA,"",NA,NA,"BOT_U"
