ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5735,,10,20,,2.4,1,TOP_A
5736,1459,,39,,78,6,C14
5737,2930,,48,,138,6,C14
5738,,3978,70,,175,1,TEF
5739,7180,,70,,228.5,5,C14
5740,,7300,50,,240,1,TEF
5741,7500,,50,,263,4,C14
