ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
909,,0,50,,0,1,TOP_C
910,2265,,65,,52.5,5,C14
911,3425,,70,,102.5,5,C14
912,7035,,130,,152.5,5,C14
913,7830,,85,,207.5,5,C14
914,9560,,90,,232.5,5,C14
