"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3796,NA,NA,NA,"",0,0,"TOP_C"
3797,276,"",47,"",38.5,1,"C14"
3798,5632,"",46,"",114.5,1,"C14"
3799,7094,"",53,"",151.5,1,"C14"
3800,10701,"",62,"",173.5,1,"C14"
3801,12741,"",66,"",210.5,1,"C14"
