"ID","C14_age","cal_BP","error","reservoir","depth","thickness","Rcode"
4974,NA,NA,NA,"",10,0,"TOP_C"
4975,1150,"",60,"",20,20,"C14"
4976,4380,"",60,"",115,50,"C14"
4977,NA,NA,NA,"",140,0,"BOT_C"
