"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3258,NA,NA,NA,"",0,0,"TOP_C"
3259,650,"",80,"",89,1,"C14"
3260,1213,"",35,"",197,1,"C14"
3261,1923,"",43,"",291,1,"C14"
3262,7996,"",49,"",310,1,"C14"
3263,10340,"",60,"",386,1,"C14"
3264,12960,"",130,"",462,1,"C14"
3265,13950,"",130,"",512,1,"C14"
3266,40900,"",10000,"",599,1,"C14"
