depth	min95%	max95%	best	acc.rate
0	-93	93	-1	17.11
2	-53	118	33	17.11
4	-32	149	67	17.11
6	-19	189	101	17.11
8	-6	232	135	17.11
10	3	284	170	32.57
12	79	354	241	39.19
14	166	428	320	39.19
16	252	501	398	39.19
18	338	577	477	39.19
20	425	652	555	39.19
22	511	727	633	39.19
24	597	803	712	39.19
26	683	881	790	39.19
28	768	957	869	39.19
30	852	1034	947	39.19
32	934	1111	1025	39.19
34	1018	1188	1104	39.19
36	1099	1265	1182	39.19
38	1178	1341	1260	39.19
40	1260	1420	1339	39.19
42	1335	1500	1417	39.19
44	1417	1581	1496	39.19
46	1494	1664	1574	51.04
48	1647	1810	1723	98.4
50	1844	2034	1920	98.4
52	2041	2272	2117	98.4
54	2231	2511	2314	98.4
56	2386	2725	2481	98.4
58	2555	2976	2678	98.4
60	2716	3228	2875	98.4
62	2875	3486	3071	98.4
64	3036	3741	3268	98.4
66	3195	3996	3465	98.4
68	3355	4252	3662	98.4
70	3515	4509	3859	NA
