depth	min95%	max95%	best	acc.rate
0	-97	72	-9	16.87
2	-61	108	25	16.98
4	-39	146	59	17.23
6	-23	185	94	17.61
8	-6	224	129	18.14
10	15	269	166	18.8
12	42	321	204	19.68
14	71	373	244	20.84
16	103	429	286	22.28
18	143	485	332	23.99
20	189	544	381	25.98
22	240	605	434	28.25
24	299	673	491	30.79
26	365	741	554	33.61
28	439	815	623	36.71
30	522	899	698	40.08
32	608	978	780	43.73
34	701	1066	869	47.65
36	811	1158	967	51.86
38	925	1261	1073	56.33
40	1054	1372	1188	61.09
42	1194	1488	1312	66.12
44	1340	1617	1447	71.43
46	1504	1748	1593	77.01
48	1672	1896	1750	82.27
50	1840	2036	1916	86.2
52	1983	2218	2090	88.77
54	2116	2434	2269	89.98
56	2251	2635	2449	90.1
58	2400	2846	2629	90.1
60	2547	3072	2809	90.1
62	2691	3296	2989	90.1
64	2834	3517	3169	90.1
66	2979	3746	3350	90.1
68	3115	3974	3530	90.1
70	3244	4198	3710	NA
