"ID","C14_age","cal_BP","error","reservoir","depth","thickness","Rcode"
4978,NA,NA,NA,"",10,0,"TOP_C"
4979,880,"",40,"",75,50,"C14"
4980,5260,"",40,"",275,50,"C14"
4981,NA,NA,NA,"",290,0,"BOT_C"
