"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
890,NA,NA,NA,"",1000,NA,"TOP_C"
891,4630,"",60,"",1055,10,"C14"
892,5940,"",170,"",1805,10,"C14"
893,6830,"",90,"",2055,10,"C14"
894,NA,NA,NA,"",2480,NA,"BOT_C"
