"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3231,NA,NA,NA,"",5,NA,"TOP_C"
3232,9830,"",140,"",285,30,"C14"
3233,12770,"",130,"",380,20,"C14"
3234,NA,NA,NA,"",415,NA,"BOT_C"
