"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3737,NA,NA,NA,"",1,0,"TOP_C"
3738,395,"",43,"",33,0,"C14"
3739,1015,"",46,"",51,0,"C14"
3740,NA,NA,NA,"",69,0,"BOT_U"
