"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2740,NA,NA,NA,"",0,NA,"TOP_U"
2741,470,"",30,"",67,NA,"C14"
2742,6410,"",40,"",155,NA,"C14"
