"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3762,NA,NA,NA,"",40,0,"TOP_U"
3761,755,"",135,"",166.5,13,"C14"
3763,960,"",140,"",174.5,10,"C14"
3764,1230,"",120,"",560,10,"C14"
