"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
4831,235,"",30,"",8,1,"C14"
4832,1180,"",30,"",24,1,"C14"
4833,3660,"",30,"",80,1,"C14"
4834,9680,"",65,"",134,1,"C14"
