"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5619,NA,NA,NA,"",15,0,"TOP_C"
5620,8520,"",80,"",112,5,"C14"
5621,9250,"",90,"",165,5,"C14"
5622,9580,"",120,"",300,5,"C14"
