ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5760,,0,50,,0,,TOP_C
5761,346,,50,,45.5,0.5,C14
5762,1927,,41,,95.5,0.5,C14
5763,3527,,45,,132.5,0.5,C14
5764,4335,,50,,141.5,0.5,C14
5765,11318,,84,,153.5,0.5,C14
5766,14928,,123,,167,1,C14
