"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3047,NA,NA,NA,"",0,0,"TOP_C"
3048,2451,"",30,"",4,0,"C14"
3049,3651,"",43,"",9.5,0,"C14"
3050,4830,"",60,"",10,0,"C14"
3051,4864,"",38,"",22,0,"C14"
3052,8450,"",60,"",40,0,"C14"
3053,9320,"",70,"",70,0,"C14"
3054,10070,"",60,"",95.5,0,"C14"
