"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3174,15910,"",130,"",94,2,"C14"
3175,21710,"",180,"",124.5,1,"C14"
3176,25200,"",220,"",153,1,"C14"
3177,32240,"",960,"",181,1,"C14"
