"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5152,NA,NA,NA,"",10,0,"TOP_C"
5153,2500,"",70,"",67.5,5,"C14"
5154,4240,"",70,"",112.5,5,"C14"
5155,11470,"",170,"",215,10,"C14"
5156,NA,NA,NA,"",300,0,"BOT_U"
