"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5153,2500,"",70,"",67.5,5,"C14"
5154,4240,"",70,"",112.5,5,"C14"
5155,11470,"",170,"",215,10,"C14"
