"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3293,NA,NA,NA,"",1,0,"TOP_C"
3294,5710,"",80,"",77.5,5,"C14"
3295,7260,"",110,"",100,5,"C14"
3296,11000,"",NA,"",186,5,"C14"
3297,NA,NA,NA,"",250,0,"BOT_C"
