"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3227,NA,NA,NA,"",0,0,"TOP_U"
3228,740,"",200,"",61,2,"C14"
3229,5250,"",220,"",125,4,"C14"
