ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
885,,10000,100,,300,100,TOP_C
886,22830,,350,,8550,100,C14
887,31950,,910,,14450,100,C14
888,35940,,370,,24550,100,C14
