"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
924,NA,NA,NA,"",5,0,"TOP_C"
925,635,"",85,"",64.5,5,"C14"
926,4050,"",60,"",122.5,5,"C14"
927,7490,"",80,"",197.5,5,"C14"
928,NA,NA,NA,"",200,0,"BOT_C"
