"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5211,NA,NA,NA,"",0,0,"TOP_U"
5212,23850,"",280,"",182,6,"C14"
5213,21050,"",210,"",210.5,5,"C14"
5214,23870,"",185,"",227.5,9,"C14"
5215,NA,NA,NA,"",450,0,"BOT_U"
