"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5212,23850,"",280,"",182,6,"C14"
5213,21050,"",210,"",210.5,5,"C14"
5214,23870,"",185,"",227.5,9,"C14"
