depth	min95%	max95%	best	acc.rate
0	-125	-27	-53	10.56
5	21	46	33	33.14
10	190	331	257	61.07
15	468	731	608	82.53
20	844	1212	1053	97.52
25	1298	1745	1560	106.03
30	1820	2309	2097	109.38
35	2393	2885	2655	115.34
40	3017	3508	3249	124.35
45	3679	4164	3886	131.28
50	4314	4850	4551	135.24
55	4930	5524	5231	135.75
60	5486	6182	5900	129.83
65	6036	6792	6527	116.99
70	6532	7399	7075	97.3
75	6985	7901	7521	78.15
80	7407	8413	7882	64.64
85	7802	8891	8187	56.78
90	8175	9368	8465	NA
