"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3355,NA,NA,NA,"",0,0,"TOP_C"
3356,5710,"",80,"",75,0,"C14"
3357,7280,"",110,"",100,0,"C14"
3358,NA,NA,NA,"",250,0,"BOT_C"
