"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2706,NA,NA,NA,"",340,0,"TOP_U"
2707,1155,"",35,"",365,0,"C14"
2708,2760,"",25,"",525,0,"C14"
2709,NA,NA,NA,"",580,0,"BOT_U"
