ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2971,,480,50,,28,1,TOP_C
2972,4600,,90,,266,12,C14
2973,12880,,180,,550,10,C14
2974,15190,,320,,639.5,9,C14
