ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3808,,0,50,,0,1,TOP_C
3809,486,,42,,30,1,C14
3810,2665,,77,,47,1,C14
3811,1727,,45,,65,1,C14
