"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2663,NA,NA,NA,"",5,0,"TOP_C"
2664,630,"",50,"",54,8,"C14"
2665,2210,"",50,"",71.5,9,"C14"
2666,6630,"",100,"",106.5,3,"C14"
2667,NA,NA,NA,"",118,0,"BOT_U"
