"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5175,NA,NA,NA,"",0,NA,"TOP_C"
5176,-4,"",70,"",15,10,"C14"
5177,4040,"",60,"",180,40,"C14"
5178,NA,NA,NA,"",200,NA,"BOT_C"
