"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2673,NA,NA,NA,"",34,NA,"TOP_U"
2674,10530,"",90,"",317.5,25,"C14"
2675,14360,"",120,"",517.5,25,"C14"
