"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3141,776,"",39,"",10,1,"C14"
3142,2058,"",44,"",85,1,"C14"
3143,3582,"",33,"",199,1,"C14"
3144,3878,"",46,"",284,1,"C14"
3145,5380,"",40,"",391,1,"C14"
3146,7050,"",70,"",479,1,"C14"
3147,8027,"",45,"",591,1,"C14"
3148,8690,"",50,"",691,1,"C14"
