"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2946,NA,NA,NA,"",0,0,"TOP_C"
2947,2480,"",100,"",185,10,"C14"
2948,6205,"",45,"",277,0,"C14"
2949,NA,NA,NA,"",400,0,"BOT_U"
