ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5064,6420,,20,,262,,C14
5065,8850,,20,,326,,C14
5066,10180,,25,,372,,C14
5067,11060,,30,,406,,C14
5068,11880,,35,,425,,C14
5069,12430,,80,,446,,C14
