ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5064,6420,7365,20,,262,0,TOP_A
5065,8850,10010,20,,326,0,C14
5066,10180,11890,25,,372,0,C14
5067,11060,12960,30,,406,0,C14
5068,11880,13740,35,,425,0,C14
5069,12430,14520,80,,446,0,C14
