"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3076,NA,NA,NA,"",0,0,"TOP_C"
3077,3220,"",160,"",167.5,11,"C14"
3078,4160,"",120,"",341.5,7,"C14"
3079,NA,NA,NA,"",402,0,"BOT_C"
