"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3827,26020,"",300,"",165,10,"C14"
3828,30990,"",350,"",325,10,"C14"
3829,NA,NA,NA,"",490,0,"BOT_U"
