"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5237,NA,NA,NA,"",0,0,"TOP_U"
5238,1016,"",53,"",18,0,"C14"
5239,1236,"",47,"",36,0,"C14"
5240,NA,NA,NA,"",50,0,"BOT_C"
