ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3210,1870,,60,,106.5,5,C14
3211,2270,,70,,146.5,3,C14
3212,3780,,70,,196.5,3,C14
3213,5040,,60,,248,4,C14
3214,5220,,70,,292,8,C14
