"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3618,NA,NA,NA,"",10,0,"TOP_C"
3619,2160,"",125,"",60,5,"C14"
3620,2290,"",85,"",131,5,"C14"
3621,2565,"",150,"",169,5,"C14"
3622,4200,"",55,"",250,5,"C14"
3623,5120,"",70,"",300,5,"C14"
3624,NA,NA,NA,"",360,0,"BOT_C"
