"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3723,100,"",60,"",26,1,"C14"
3724,1320,"",60,"",136.5,1,"C14"
3725,1760,"",50,"",223.8,1.5,"C14"
3726,2480,"",60,"",266,4,"C14"
3727,3060,"",60,"",375,1,"C14"
3728,4040,"",55,"",443.5,1,"C14"
3729,4645,"",65,"",509,1,"C14"
3730,6185,"",65,"",582.6,0.8,"C14"
3731,8753,"",63,"",656.5,0,"C14"
3732,11770,"",70,"",858.6,0,"C14"
3733,NA,NA,NA,"",NA,NA,"BOT_C"
