"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3842,NA,NA,NA,"",0,0,"TOP_U"
3843,1740,"",110,"",60,1,"C14"
3844,1770,"",90,"",135,1,"C14"
3845,4960,"",120,"",213,1,"C14"
3846,5680,"",160,"",267,1,"C14"
3847,6110,"",150,"",441,1,"C14"
3848,8150,"",150,"",544,1,"C14"
3849,6620,"",180,"",675,1,"C14"
3850,8690,"",310,"",793,1,"C14"
3851,NA,NA,NA,"",850,0,"BOT_C"
