"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3274,NA,NA,NA,"",0,0,"TOP_C"
3275,7150,"",100,"",308,4,"C14"
3276,19370,"",190,"",468,14,"C14"
