"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2686,NA,NA,NA,"",0,0,"TOP_C"
2687,150,"",50,"",105,0,"C14"
2688,230,"",60,"",140,0,"C14"
2689,2457,"",36,"",155,0,"C14"
2690,NA,NA,NA,"",173,0,"BOT_C"
