ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3697,,0,50,,10,,TOP_C
3698,2440,,80,,147.5,7,C14
3699,3310,,80,,192.5,5,C14
3700,4510,,80,,230,8,C14
3701,7010,,80,,286.5,7,C14
