depth	min95%	max95%	best	acc.rate
10	-139	58	-15	14.96
20	17	214	135	15.01
30	171	375	286	15.15
40	317	538	438	15.39
50	465	703	593	15.72
60	616	874	752	16.14
70	770	1048	916	16.65
80	931	1226	1085	17.26
90	1098	1412	1261	17.96
100	1280	1606	1444	18.75
110	1469	1799	1635	19.63
120	1665	2001	1836	20.61
130	1879	2213	2047	21.68
140	2107	2436	2269	22.84
150	2351	2670	2503	24.11
160	2617	2912	2751	25.71
170	2894	3173	3016	27.7
180	3192	3461	3304	30.1
190	3512	3765	3617	32.89
200	3856	4102	3960	35.86
210	4225	4471	4330	38.53
220	4616	4859	4727	40.88
230	5028	5270	5145	42.92
240	5464	5703	5582	44.63
250	5904	6149	6035	46.01
260	6357	6613	6500	47.05
270	6811	7082	6974	47.75
280	7273	7564	7453	48.12
290	7721	8058	7935	48.18
300	8178	8561	8416	48.18
310	8632	9067	8898	48.18
320	9074	9578	9380	48.18
326	9341	9887	9669	NA
