"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3704,3180,"",50,"",74.5,1,"C14"
3705,4010,"",60,"",77.5,0,"C14"
3706,6050,"",60,"",155,2,"C14"
3707,7880,"",60,"",216,2,"C14"
3708,9540,"",60,"",244,2,"C14"
3709,10960,"",60,"",278.5,1,"C14"
3710,10930,"",160,"",310,2,"C14"
3711,12880,"",70,"",319.5,1,"C14"
3712,13010,"",70,"",322.5,1,"C14"
3713,12470,"",80,"",349,2,"C14"
3714,13160,"",80,"",380,2,"C14"
