"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
916,NA,NA,NA,"",5,0,"TOP_C"
917,300,"",60,"",47.5,5,"C14"
918,1330,"",205,"",87.5,5,"C14"
919,2290,"",100,"",117.5,5,"C14"
920,5790,"",200,"",170.5,5,"C14"
921,9385,"",120,"",217.5,5,"C14"
922,9385,"",120,"",246,2,"C14"
923,NA,NA,NA,"",270,0,"BOT_C"
