"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3035,NA,NA,NA,"",0,0,"TOP_U"
3036,11300,"",130,"",287.5,15,"C14"
3037,11880,"",100,"",387.5,15,"C14"
3038,NA,NA,NA,"",510,0,"BOT_U"
